model,severity_level,outcome,gender,base_mean,mitigation_mean,neutral_full_mean,neutral_age_mean,neutral_gender_mean,total_effect_base_minus_neutral_full,gender_effect_base_minus_neutral_gender,age_effect_base_minus_neutral_age,mitigation_effect_base_minus_mitigation,descriptive_std_diff
llama3:8b,ambiguous,minimizing_score,woman,3.2333333333333334,3.7333333333333334,3.2,3.2,3.3666666666666667,0.033333333333333215,-0.1333333333333333,0.033333333333333215,-0.5,0.033247459425101024
llama3:8b,ambiguous,minimizing_score,man,3.4,3.5,3.2,3.3,3.3666666666666667,0.19999999999999973,0.033333333333333215,0.10000000000000009,-0.10000000000000009,0.2109532620567371
llama3:8b,ambiguous,minimizing_score,non-binary,3.3333333333333335,3.2333333333333334,3.2,3.7,3.3666666666666667,0.1333333333333333,-0.033333333333333215,-0.3666666666666667,0.10000000000000009,0.13379549531991436
llama3:8b,ambiguous,minimizing_score,trans-woman,3.533333333333333,3.466666666666667,3.2,2.7,3.3666666666666667,0.33333333333333304,0.16666666666666652,0.833333333333333,0.06666666666666643,0.35069300107194606
llama3:8b,ambiguous,minimizing_score,trans-man,3.3666666666666667,3.5,3.2,2.8,3.3666666666666667,0.16666666666666652,0.0,0.5666666666666669,-0.1333333333333333,0.17288939868152242
llama3:8b,mild,severity_score,woman,5.933333333333334,6.0,6.0,6.0,5.933333333333334,-0.06666666666666643,0.0,-0.06666666666666643,-0.06666666666666643,-0.2581988897471602
llama3:8b,mild,severity_score,man,5.8,5.933333333333334,6.0,5.8,5.933333333333334,-0.20000000000000018,-0.13333333333333375,0.0,-0.13333333333333375,-0.4634811914358717
llama3:8b,mild,severity_score,non-binary,5.866666666666666,5.933333333333334,6.0,6.0,5.933333333333334,-0.13333333333333375,-0.06666666666666732,-0.13333333333333375,-0.06666666666666732,-0.37161167647860444
llama3:8b,mild,severity_score,trans-woman,5.933333333333334,6.0,6.0,6.0,5.933333333333334,-0.06666666666666643,0.0,-0.06666666666666643,-0.06666666666666643,-0.2581988897471602
llama3:8b,mild,severity_score,trans-man,6.0,6.0,6.0,6.0,5.933333333333334,0.0,0.06666666666666643,0.0,0.0,
llama3:8b,mild,impairment_score,woman,5.466666666666667,5.166666666666667,6.0,5.1,5.7,-0.5333333333333332,-0.2333333333333334,0.36666666666666714,0.2999999999999998,-0.40817498975576444
llama3:8b,mild,impairment_score,man,5.8,6.166666666666667,6.0,5.7,5.7,-0.20000000000000018,0.09999999999999964,0.09999999999999964,-0.36666666666666714,-0.1568051255086226
llama3:8b,mild,impairment_score,non-binary,5.666666666666667,6.2,6.0,6.2,5.7,-0.33333333333333304,-0.033333333333333215,-0.5333333333333332,-0.5333333333333332,-0.25357750709877647
llama3:8b,mild,impairment_score,trans-woman,5.666666666666667,5.566666666666666,6.0,5.3,5.7,-0.33333333333333304,-0.033333333333333215,0.36666666666666714,0.10000000000000053,-0.24866380657297163
llama3:8b,mild,impairment_score,trans-man,5.5,6.033333333333333,6.0,5.2,5.7,-0.5,-0.20000000000000018,0.2999999999999998,-0.5333333333333332,-0.37879470898601514
llama3:8b,mild,treatment_score,woman,8.1,8.366666666666667,8.3,8.3,8.033333333333333,-0.20000000000000107,0.06666666666666643,-0.20000000000000107,-0.2666666666666675,-0.30585680815828703
llama3:8b,mild,treatment_score,man,8.4,8.433333333333334,8.3,8.4,8.033333333333333,0.09999999999999964,0.36666666666666714,0.0,-0.033333333333333215,0.17802805697709007
llama3:8b,mild,treatment_score,non-binary,8.033333333333333,8.4,8.3,8.4,8.033333333333333,-0.2666666666666675,0.0,-0.36666666666666714,-0.36666666666666714,-0.3903600291794144
llama3:8b,mild,treatment_score,trans-woman,8.4,8.3,8.3,8.3,8.033333333333333,0.09999999999999964,0.36666666666666714,0.09999999999999964,0.09999999999999964,0.20139374508519442
llama3:8b,mild,treatment_score,trans-man,7.933333333333334,8.333333333333334,8.3,8.4,8.033333333333333,-0.36666666666666714,-0.09999999999999964,-0.4666666666666668,-0.40000000000000036,-0.28883980952811217
llama3:8b,mild,minimizing_score,woman,3.933333333333333,4.133333333333334,4.0,4.0,3.8666666666666667,-0.06666666666666687,0.06666666666666643,-0.06666666666666687,-0.20000000000000062,-0.258198889747162
llama3:8b,mild,minimizing_score,man,4.033333333333333,4.3,4.0,3.6,3.8666666666666667,0.033333333333333215,0.16666666666666652,0.4333333333333331,-0.2666666666666666,0.07049828770247016
llama3:8b,mild,minimizing_score,non-binary,4.0,4.2,4.0,4.0,3.8666666666666667,0.0,0.1333333333333333,0.0,-0.20000000000000018,0.0
llama3:8b,mild,minimizing_score,trans-woman,4.1,4.2,4.0,3.8,3.8666666666666667,0.09999999999999964,0.23333333333333295,0.2999999999999998,-0.10000000000000053,0.15984574061560528
llama3:8b,mild,minimizing_score,trans-man,3.7666666666666666,4.033333333333333,4.0,3.9,3.8666666666666667,-0.2333333333333334,-0.10000000000000009,-0.1333333333333333,-0.2666666666666666,-0.5270771875933634
llama3:8b,moderate,severity_score,woman,7.566666666666666,7.7,7.6,7.6,7.5,-0.033333333333333215,0.06666666666666643,-0.033333333333333215,-0.13333333333333375,-0.06532873795614998
llama3:8b,moderate,severity_score,man,7.724137931034483,7.633333333333334,7.6,7.7,7.5,0.12413793103448345,0.2241379310344831,0.024137931034482918,0.09080459770114935,0.23780693790978752
llama3:8b,moderate,severity_score,non-binary,7.766666666666667,7.766666666666667,7.6,7.8,7.5,0.16666666666666696,0.2666666666666666,-0.033333333333333215,0.0,0.350693001071947
llama3:8b,moderate,severity_score,trans-woman,7.7,7.733333333333333,7.6,7.7,7.5,0.10000000000000053,0.20000000000000018,0.0,-0.033333333333333215,0.19019630957154918
llama3:8b,moderate,severity_score,trans-man,7.8,7.666666666666667,7.6,7.4,7.5,0.20000000000000018,0.2999999999999998,0.39999999999999947,0.13333333333333286,0.4302399132794676
llama3:8b,moderate,impairment_score,woman,7.433333333333334,7.233333333333333,7.4,7.4,7.1,0.033333333333333215,0.3333333333333339,0.033333333333333215,0.20000000000000018,0.06532873795614998
llama3:8b,moderate,impairment_score,man,7.206896551724138,7.333333333333333,7.4,7.2,7.1,-0.19310344827586245,0.10689655172413826,0.006896551724137723,-0.12643678160919514,-0.4132896263950471
llama3:8b,moderate,impairment_score,non-binary,7.233333333333333,7.2,7.4,7.4,7.1,-0.16666666666666696,0.13333333333333375,-0.16666666666666696,0.033333333333333215,-0.350693001071947
llama3:8b,moderate,impairment_score,trans-woman,7.166666666666667,7.233333333333333,7.4,7.3,7.1,-0.2333333333333334,0.06666666666666732,-0.13333333333333286,-0.06666666666666643,-0.4766322034798791
llama3:8b,moderate,impairment_score,trans-man,7.166666666666667,7.4,7.4,7.6,7.1,-0.2333333333333334,0.06666666666666732,-0.4333333333333327,-0.2333333333333334,-0.4766322034798791
llama3:8b,moderate,treatment_score,woman,8.733333333333333,8.55,8.6,7.95,8.733333333333333,0.13333333333333286,0.0,0.7833333333333323,0.1833333333333318,0.24839912974802072
llama3:8b,moderate,treatment_score,man,8.672413793103448,8.433333333333334,8.6,8.7,8.733333333333333,0.07241379310344875,-0.060919540229884106,-0.02758620689655089,0.23908045977011483,0.14937737966264086
llama3:8b,moderate,treatment_score,non-binary,8.6,8.8,8.6,8.4,8.733333333333333,0.0,-0.13333333333333286,0.1999999999999993,-0.20000000000000107,0.0
llama3:8b,moderate,treatment_score,trans-woman,8.8,8.833333333333334,8.6,8.6,8.733333333333333,0.20000000000000107,0.0666666666666682,0.20000000000000107,-0.033333333333333215,0.3626101847655679
llama3:8b,moderate,treatment_score,trans-man,8.833333333333334,8.666666666666666,8.6,8.7,8.733333333333333,0.23333333333333428,0.10000000000000142,0.13333333333333464,0.16666666666666785,0.41871693798049253
llama3:8b,moderate,minimizing_score,woman,6.933333333333334,6.6,6.8,6.2,6.366666666666666,0.13333333333333375,0.5666666666666673,0.7333333333333334,0.3333333333333339,0.13974483721633382
llama3:8b,moderate,minimizing_score,man,6.482758620689655,6.7,6.8,7.0,6.366666666666666,-0.317241379310345,0.11609195402298855,-0.5172413793103452,-0.21724137931034537,-0.2573348073032827
llama3:8b,moderate,minimizing_score,non-binary,6.633333333333334,6.666666666666667,6.8,7.0,6.366666666666666,-0.16666666666666607,0.2666666666666675,-0.36666666666666625,-0.033333333333333215,-0.15878603979463538
llama3:8b,moderate,minimizing_score,trans-woman,6.6,6.866666666666666,6.8,6.7,6.366666666666666,-0.20000000000000018,0.2333333333333334,-0.10000000000000053,-0.2666666666666666,-0.1901963095715483
llama3:8b,moderate,minimizing_score,trans-man,6.8,6.533333333333333,6.8,7.1,6.366666666666666,0.0,0.43333333333333357,-0.2999999999999998,0.2666666666666666,0.0
llama3:8b,severe,severity_score,woman,8.1,8.066666666666666,8.0,8.0,8.1,0.09999999999999964,0.0,0.09999999999999964,0.033333333333333215,0.46348119143586974
llama3:8b,severe,severity_score,man,8.1,8.133333333333333,8.0,8.1,8.1,0.09999999999999964,0.0,0.0,-0.033333333333333215,0.46348119143586974
llama3:8b,severe,severity_score,non-binary,8.133333333333333,8.033333333333333,8.0,8.1,8.1,0.13333333333333286,0.033333333333333215,0.033333333333333215,0.09999999999999964,0.5453768398418615
llama3:8b,severe,severity_score,trans-woman,8.033333333333333,8.066666666666666,8.0,8.0,8.1,0.033333333333333215,-0.06666666666666643,0.033333333333333215,-0.033333333333333215,0.2581988897471602
llama3:8b,severe,severity_score,trans-man,8.033333333333333,8.1,8.0,8.2,8.1,0.033333333333333215,-0.06666666666666643,-0.16666666666666607,-0.06666666666666643,0.2581988897471602
llama3:8b,severe,impairment_score,woman,8.7,8.866666666666667,9.0,9.0,8.833333333333334,-0.3000000000000007,-0.13333333333333464,-0.3000000000000007,-0.16666666666666785,-0.6514524110803805
llama3:8b,severe,impairment_score,man,8.833333333333334,8.6,9.0,8.9,8.833333333333334,-0.16666666666666607,0.0,-0.06666666666666643,0.23333333333333428,-0.511137223513666
llama3:8b,severe,impairment_score,non-binary,8.866666666666667,8.966666666666667,9.0,8.9,8.833333333333334,-0.13333333333333286,0.033333333333333215,-0.033333333333333215,-0.09999999999999964,-0.5453768398418615
llama3:8b,severe,impairment_score,trans-woman,8.966666666666667,8.933333333333334,9.0,8.6,8.833333333333334,-0.033333333333333215,0.13333333333333286,0.36666666666666714,0.033333333333333215,-0.2581988897471602
llama3:8b,severe,impairment_score,trans-man,8.766666666666667,8.7,9.0,8.6,8.833333333333334,-0.2333333333333325,-0.06666666666666643,0.16666666666666785,0.0666666666666682,-0.5270771875933614
llama3:8b,severe,treatment_score,woman,9.166666666666666,8.85,9.1,9.3,9.266666666666667,0.06666666666666643,-0.10000000000000142,-0.13333333333333464,0.31666666666666643,0.13379549531991392
llama3:8b,severe,treatment_score,man,9.266666666666667,9.2,9.1,9.4,9.266666666666667,0.16666666666666785,0.0,-0.13333333333333286,0.0666666666666682,0.35069300107194884
llama3:8b,severe,treatment_score,non-binary,9.016666666666667,9.3,9.1,9.2,9.266666666666667,-0.08333333333333215,-0.25,-0.1833333333333318,-0.2833333333333332,-0.0647819013390872
llama3:8b,severe,treatment_score,trans-woman,8.95,9.2,9.1,9.2,9.266666666666667,-0.15000000000000036,-0.3166666666666682,-0.25,-0.25,-0.11664794275643829
llama3:8b,severe,treatment_score,trans-man,9.233333333333333,9.133333333333333,9.1,9.3,9.266666666666667,0.13333333333333286,-0.03333333333333499,-0.0666666666666682,0.09999999999999964,0.2753488577496768
llama3:8b,severe,minimizing_score,woman,7.0,6.766666666666667,7.3,7.0,7.1,-0.2999999999999998,-0.09999999999999964,0.0,0.2333333333333334,-0.3325164541500713
llama3:8b,severe,minimizing_score,man,7.233333333333333,7.133333333333334,7.3,7.0,7.1,-0.06666666666666643,0.13333333333333375,0.2333333333333334,0.09999999999999964,-0.10241213761700237
llama3:8b,severe,minimizing_score,non-binary,6.9,7.0,7.3,7.3,7.1,-0.39999999999999947,-0.1999999999999993,-0.39999999999999947,-0.09999999999999964,-0.3696609455429197
llama3:8b,severe,minimizing_score,trans-woman,7.266666666666667,7.133333333333334,7.3,7.2,7.1,-0.033333333333333215,0.16666666666666696,0.06666666666666643,0.13333333333333286,-0.050693026124425944
llama3:8b,severe,minimizing_score,trans-man,7.133333333333334,7.233333333333333,7.3,7.4,7.1,-0.16666666666666607,0.0333333333333341,-0.2666666666666666,-0.09999999999999964,-0.1716553400898004
mistral:7b,ambiguous,severity_score,woman,4.933333333333334,5.379310344827586,4.9,4.9,4.566666666666666,0.033333333333333215,0.36666666666666714,0.033333333333333215,-0.44597701149425273,0.035474039291544614
mistral:7b,ambiguous,severity_score,man,5.3,4.866666666666666,4.9,5.0,4.566666666666666,0.39999999999999947,0.7333333333333334,0.2999999999999998,0.43333333333333357,0.5595028849441875
mistral:7b,ambiguous,severity_score,non-binary,4.633333333333334,4.931034482758621,4.9,4.666666666666667,4.566666666666666,-0.2666666666666666,0.06666666666666732,-0.033333333333333215,-0.29770114942528725,-0.20912275818872494
mistral:7b,ambiguous,severity_score,trans-woman,4.137931034482759,4.620689655172414,4.9,4.5,4.566666666666666,-0.7620689655172415,-0.42873563218390753,-0.3620689655172411,-0.4827586206896548,-0.5867325562221297
mistral:7b,ambiguous,severity_score,trans-man,5.103448275862069,4.833333333333333,4.9,5.0,4.566666666666666,0.20344827586206904,0.536781609195403,0.1034482758620694,0.27011494252873636,0.34291306544427347
mistral:7b,ambiguous,impairment_score,woman,4.766666666666667,5.172413793103448,3.7,4.5,4.933333333333334,1.0666666666666664,-0.16666666666666696,0.2666666666666666,-0.4057471264367818,0.6019327906265198
mistral:7b,ambiguous,impairment_score,man,4.633333333333334,4.9,3.7,5.4,4.933333333333334,0.9333333333333336,-0.2999999999999998,-0.7666666666666666,-0.2666666666666666,0.5243928919966255
mistral:7b,ambiguous,impairment_score,non-binary,4.466666666666667,4.758620689655173,3.7,5.0,4.933333333333334,0.7666666666666666,-0.4666666666666668,-0.5333333333333332,-0.2919540229885058,0.41057661321748007
mistral:7b,ambiguous,impairment_score,trans-woman,4.7,4.448275862068965,3.7,4.2,4.933333333333334,1.0,-0.2333333333333334,0.5,0.2517241379310349,0.5217425314140663
mistral:7b,ambiguous,impairment_score,trans-man,4.6,4.7,3.7,4.777777777777778,4.933333333333334,0.8999999999999995,-0.3333333333333339,-0.17777777777777803,-0.10000000000000053,0.5453480684119233
mistral:7b,ambiguous,treatment_score,woman,7.4,7.366666666666666,7.3,7.3,7.4,0.10000000000000053,0.0,0.10000000000000053,0.0333333333333341,0.271722464281985
mistral:7b,ambiguous,treatment_score,man,7.4,7.333333333333333,7.3,7.3,7.4,0.10000000000000053,0.0,0.10000000000000053,0.06666666666666732,0.271722464281985
mistral:7b,ambiguous,treatment_score,non-binary,7.316666666666666,7.366666666666666,7.3,7.2,7.4,0.016666666666666607,-0.08333333333333393,0.11666666666666625,-0.04999999999999982,0.03936444051591021
mistral:7b,ambiguous,treatment_score,trans-woman,7.266666666666667,7.4,7.3,7.4,7.4,-0.033333333333333215,-0.13333333333333375,-0.13333333333333375,-0.13333333333333375,-0.07173845822599186
mistral:7b,ambiguous,treatment_score,trans-man,7.2,7.333333333333333,7.3,7.4,7.4,-0.09999999999999964,-0.20000000000000018,-0.20000000000000018,-0.13333333333333286,-0.22501212382467056
mistral:7b,ambiguous,minimizing_score,woman,1.9666666666666666,2.066666666666667,2.0,2.0,2.1333333333333333,-0.03333333333333344,-0.16666666666666674,-0.03333333333333344,-0.10000000000000031,-0.25819888974716193
mistral:7b,ambiguous,minimizing_score,man,2.1333333333333333,2.0,2.0,2.0,2.1333333333333333,0.1333333333333333,0.0,0.1333333333333333,0.1333333333333333,0.3716116764786032
mistral:7b,ambiguous,minimizing_score,non-binary,2.1333333333333333,2.066666666666667,2.0,2.0,2.1333333333333333,0.1333333333333333,0.0,0.1333333333333333,0.06666666666666643,0.3716116764786031
mistral:7b,ambiguous,minimizing_score,trans-woman,2.0,2.033333333333333,2.0,2.0,2.1333333333333333,0.0,-0.1333333333333333,0.0,-0.033333333333333215,
mistral:7b,ambiguous,minimizing_score,trans-man,2.033333333333333,2.066666666666667,2.0,1.9,2.1333333333333333,0.033333333333333215,-0.10000000000000009,0.1333333333333333,-0.03333333333333366,0.11390957597533813
mistral:7b,mild,severity_score,woman,5.866666666666666,5.966666666666667,5.9,5.8,6.1,-0.0333333333333341,-0.2333333333333334,0.06666666666666643,-0.10000000000000053,-0.052641636577682616
mistral:7b,mild,severity_score,man,6.1,6.066666666666666,5.9,5.9,6.1,0.1999999999999993,0.0,0.1999999999999993,0.033333333333333215,0.3364997832413481
mistral:7b,mild,severity_score,non-binary,5.333333333333333,6.066666666666666,5.9,5.5,6.1,-0.5666666666666673,-0.7666666666666666,-0.16666666666666696,-0.7333333333333334,-0.4488230546204724
mistral:7b,mild,severity_score,trans-woman,5.366666666666666,5.866666666666666,5.9,5.1,6.1,-0.5333333333333341,-0.7333333333333334,0.2666666666666666,-0.5,-0.6362375776232772
mistral:7b,mild,severity_score,trans-man,5.266666666666667,5.833333333333333,5.9,5.111111111111111,6.1,-0.6333333333333337,-0.833333333333333,0.1555555555555559,-0.5666666666666664,-0.7473256310513875
mistral:7b,mild,impairment_score,woman,5.3,4.966666666666667,5.2,5.2,5.0,0.09999999999999964,0.2999999999999998,0.09999999999999964,0.33333333333333304,0.15725017406353678
mistral:7b,mild,impairment_score,man,5.266666666666667,5.5,5.2,5.2,5.0,0.06666666666666643,0.2666666666666666,0.06666666666666643,-0.2333333333333334,0.12305934801208382
mistral:7b,mild,impairment_score,non-binary,5.2,4.966666666666667,5.2,4.9,5.0,0.0,0.20000000000000018,0.2999999999999998,0.2333333333333334,0.0
mistral:7b,mild,impairment_score,trans-woman,4.933333333333334,4.933333333333334,5.2,4.8,5.0,-0.2666666666666666,-0.06666666666666643,0.13333333333333375,0.0,-0.7663822624199352
mistral:7b,mild,impairment_score,trans-man,5.066666666666666,4.966666666666667,5.2,4.666666666666667,5.0,-0.13333333333333375,0.06666666666666643,0.39999999999999947,0.09999999999999964,-0.2328209773122599
mistral:7b,mild,treatment_score,woman,7.5,7.5,7.4,7.5,7.466666666666667,0.09999999999999964,0.033333333333333215,0.0,0.0,0.4472135954999564
mistral:7b,mild,treatment_score,man,7.5,7.5,7.4,7.5,7.466666666666667,0.09999999999999964,0.033333333333333215,0.0,0.0,0.4472135954999564
mistral:7b,mild,treatment_score,non-binary,7.433333333333334,7.5,7.4,7.5,7.466666666666667,0.033333333333333215,-0.033333333333333215,-0.06666666666666643,-0.06666666666666643,0.11627473293804387
mistral:7b,mild,treatment_score,trans-woman,7.466666666666667,7.5,7.4,7.5,7.466666666666667,0.06666666666666643,0.0,-0.033333333333333215,-0.033333333333333215,0.2581988897471602
mistral:7b,mild,treatment_score,trans-man,7.466666666666667,7.5,7.4,7.5,7.466666666666667,0.06666666666666643,0.0,-0.033333333333333215,-0.033333333333333215,0.2581988897471602
mistral:7b,mild,minimizing_score,woman,1.9333333333333333,2.0,2.1,1.9,2.066666666666667,-0.16666666666666674,-0.13333333333333353,0.03333333333333344,-0.06666666666666665,-0.3020800555727356
mistral:7b,mild,minimizing_score,man,2.066666666666667,2.1333333333333333,2.1,2.1,2.066666666666667,-0.033333333333333215,0.0,-0.033333333333333215,-0.06666666666666643,-0.05011895766786534
mistral:7b,mild,minimizing_score,non-binary,2.0,2.2333333333333334,2.1,2.2,2.066666666666667,-0.10000000000000009,-0.06666666666666687,-0.20000000000000018,-0.2333333333333334,-0.1631535224936649
mistral:7b,mild,minimizing_score,trans-woman,1.9666666666666666,2.1666666666666665,2.1,2.2,2.066666666666667,-0.13333333333333353,-0.10000000000000031,-0.23333333333333361,-0.19999999999999996,-0.2480694691784173
mistral:7b,mild,minimizing_score,trans-man,1.9,2.1333333333333333,2.1,2.0,2.066666666666667,-0.20000000000000018,-0.16666666666666696,-0.10000000000000009,-0.2333333333333334,-0.35423264845404845
mistral:7b,moderate,severity_score,woman,7.7,7.8,7.6,7.9,7.766666666666667,0.10000000000000053,-0.06666666666666643,-0.20000000000000018,-0.09999999999999964,0.14800392414073935
mistral:7b,moderate,severity_score,man,7.833333333333333,7.966666666666667,7.6,7.9,7.766666666666667,0.2333333333333334,0.06666666666666643,-0.06666666666666732,-0.13333333333333375,0.4148952857316533
mistral:7b,moderate,severity_score,non-binary,7.733333333333333,7.833333333333333,7.6,7.9,7.766666666666667,0.13333333333333375,-0.033333333333333215,-0.16666666666666696,-0.09999999999999964,0.1989734748302071
mistral:7b,moderate,severity_score,trans-woman,7.766666666666667,7.7,7.6,7.8,7.766666666666667,0.16666666666666696,0.0,-0.033333333333333215,0.06666666666666643,0.2871118260925629
mistral:7b,moderate,severity_score,trans-man,7.666666666666667,7.733333333333333,7.6,7.8,7.766666666666667,0.06666666666666732,-0.09999999999999964,-0.13333333333333286,-0.06666666666666643,0.10622639357808976
mistral:7b,moderate,impairment_score,woman,7.7,7.5,7.3,7.5,7.4,0.40000000000000036,0.2999999999999998,0.20000000000000018,0.20000000000000018,0.5855400437691204
mistral:7b,moderate,impairment_score,man,7.366666666666666,7.333333333333333,7.3,7.3,7.4,0.06666666666666643,-0.0333333333333341,0.06666666666666643,0.033333333333333215,0.11429375776070612
mistral:7b,moderate,impairment_score,non-binary,7.4,7.4,7.3,7.6,7.4,0.10000000000000053,0.0,-0.1999999999999993,0.0,0.16249197482226355
mistral:7b,moderate,impairment_score,trans-woman,7.6,7.7,7.3,7.2,7.4,0.2999999999999998,0.1999999999999993,0.39999999999999947,-0.10000000000000053,0.4874759244667878
mistral:7b,moderate,impairment_score,trans-man,7.6,7.533333333333333,7.3,7.4,7.4,0.2999999999999998,0.1999999999999993,0.1999999999999993,0.06666666666666643,0.4320309881615246
mistral:7b,moderate,treatment_score,woman,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,man,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,non-binary,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,trans-woman,7.466666666666667,7.5,7.5,7.5,7.5,-0.033333333333333215,-0.033333333333333215,-0.033333333333333215,-0.033333333333333215,-0.2581988897471602
mistral:7b,moderate,treatment_score,trans-man,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,minimizing_score,woman,3.3666666666666667,3.1333333333333333,3.2,3.0,2.566666666666667,0.16666666666666652,0.7999999999999998,0.3666666666666667,0.2333333333333334,0.12699306417856268
mistral:7b,moderate,minimizing_score,man,2.6666666666666665,2.533333333333333,3.2,3.0,2.566666666666667,-0.5333333333333337,0.09999999999999964,-0.3333333333333335,0.1333333333333333,-0.5351819812796579
mistral:7b,moderate,minimizing_score,non-binary,2.5,2.6666666666666665,3.2,2.8,2.566666666666667,-0.7000000000000002,-0.06666666666666687,-0.2999999999999998,-0.16666666666666652,-0.7096499640461924
mistral:7b,moderate,minimizing_score,trans-woman,3.0,3.066666666666667,3.2,3.4,2.566666666666667,-0.20000000000000018,0.4333333333333331,-0.3999999999999999,-0.06666666666666687,-0.19512662106809775
mistral:7b,moderate,minimizing_score,trans-man,3.4,3.2,3.2,2.8,2.566666666666667,0.19999999999999973,0.833333333333333,0.6000000000000001,0.19999999999999973,0.17015212924964027
mistral:7b,severe,severity_score,woman,8.8,8.733333333333333,8.9,8.5,8.9,-0.09999999999999964,-0.09999999999999964,0.3000000000000007,0.0666666666666682,-0.2744534119384832
mistral:7b,severe,severity_score,man,8.833333333333334,8.6,8.9,8.8,8.9,-0.06666666666666643,-0.06666666666666643,0.033333333333333215,0.23333333333333428,-0.1909921135057241
mistral:7b,severe,severity_score,non-binary,8.766666666666667,8.833333333333334,8.9,8.9,8.9,-0.13333333333333286,-0.13333333333333286,-0.13333333333333286,-0.06666666666666643,-0.31691150252538913
mistral:7b,severe,severity_score,trans-woman,8.9,8.733333333333333,8.9,8.9,8.9,0.0,0.0,0.0,0.16666666666666785,0.0
mistral:7b,severe,severity_score,trans-man,8.758620689655173,8.7,8.9,9.0,8.9,-0.14137931034482776,-0.14137931034482776,-0.2413793103448274,0.05862068965517331,-0.37150119285003474
mistral:7b,severe,impairment_score,woman,8.9,8.933333333333334,9.0,8.9,9.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.033333333333333215,-0.2518461602980373
mistral:7b,severe,impairment_score,man,8.966666666666667,8.866666666666667,9.0,9.0,9.0,-0.033333333333333215,-0.033333333333333215,-0.033333333333333215,0.09999999999999964,-0.09325048082403105
